# ModernIME pinyin knowledge v1
# phrase<TAB>full_pinyin<TAB>frequency<TAB>category<TAB>abbreviation<TAB>source
阿焕鸭面	a'huan'ya'mian	18	food	ahym	thuocl-food
阿基米德	a'ji'mi'de	361	person	ajmd	thuocl-person
阿基诺	a'ji'nuo	7898	person	ajn	thuocl-person
阿家阿翁	a'jia'a'weng	100	idiom	ajaw	china-idiom
阿贾克斯	a'jia'ke'si	321	person	ajks	thuocl-person
阿加尼亚	a'jia'ni'ya	19	place	ajny	thuocl-place
阿加莎	a'jia'sha	170	person	ajs	thuocl-person
阿加西	a'jia'xi	136	person	ajx	thuocl-person
阿娇金屋	a'jiao'jin'wu	100	idiom	ajjw	china-idiom
阿卡波糖	a'ka'bo'tang	39	medical	akbt	thuocl-medical
阿卡波糖片	a'ka'bo'tang'pian	26	medical	akbtp	thuocl-medical
阿喀琉斯	a'ka'liu'si	277	person	akls	thuocl-person
阿克拉	a'ke'la	542	place	akl	thuocl-place
阿科里乡	a'ke'li'xiang	6	place	aklx	thuocl-place
阿克萨克马热勒乡	a'ke'sa'ke'ma're'lei'xiang	19	place	akskmrlx	thuocl-place
阿克塞	a'ke'sai	239	place	aks	thuocl-place
阿克苏普乡	a'ke'su'pu'xiang	13	place	akspx	thuocl-place
阿克苏市	a'ke'su'shi	1737	place	akss	thuocl-place
阿克陶	a'ke'tao	166	place	akt	thuocl-place
阿克陶镇	a'ke'tao'zhen	10	place	aktz	thuocl-place
阿克提坎墩乡	a'ke'ti'kan'dun'xiang	28	place	aktkdx	thuocl-place
阿克吐别克乡	a'ke'tu'bie'ke'xiang	26	place	aktbkx	thuocl-place
阿肯弹唱会	a'ken'dan'chang'hui	30	place	akdch	thuocl-place
阿肯色州	a'ken'se'zhou	1526	place	aksz	thuocl-place
阿奎那	a'kui'na	36	person	akn	thuocl-person
阿拉伯胶	a'la'bo'jiao	819	food	albj	thuocl-food
阿拉伯咖啡	a'la'bo'ka'fei	260	food	albkf	thuocl-food
阿拉伯糖	a'la'bo'tang	21	medical	albt	thuocl-medical
阿拉尔市	a'la'er'shi	645	place	ales	thuocl-place
阿拉尔市区	a'la'er'shi'qu	10	place	alesq	thuocl-place
阿拉法特	a'la'fa'te	1592	person	alft	thuocl-person
阿拉沟乡	a'la'gou'xiang	19	place	algx	thuocl-place
阿拉明	a'la'ming	13	medical	alm	thuocl-medical
阿拉帕哈蓝血斗牛犬	a'la'pa'ha'lan'xue'dou'niu'quan	6	animal	alphlxdnq	thuocl-animal
阿拉善村	a'la'shan'cun	23	place	alsc	thuocl-place
阿拉山口	a'la'shan'kou	1586	place	alsk	thuocl-place
阿拉斯加爱斯基摩犬	a'la'si'jia'ai'si'ji'mo'quan	8	animal	alsjasjmq	thuocl-animal
阿拉斯加深海鱼油	a'la'si'jia'shen'hai'yu'you	5	medical	alsjshyy	thuocl-medical
阿拉斯加州	a'la'si'jia'zhou	1551	place	alsjz	thuocl-place
阿拉塔	a'la'ta	16	person	alt	thuocl-person
阿来	a'lai	607	person	al	thuocl-person
阿兰	a'lan	1310	person	al	thuocl-person
阿兰德隆	a'lan'de'long	5	person	aldl	thuocl-person
阿朗乡	a'lang'xiang	6	place	alx	thuocl-place
阿乐	a'le	140	person	al	thuocl-person
阿勒玛勒乡	a'lei'ma'lei'xiang	35	place	almlx	thuocl-place
阿勒泰路	a'lei'tai'lu	328	place	altl	thuocl-place
阿勒泰市	a'lei'tai'shi	1128	place	alts	thuocl-place
阿里巴巴	a'li'ba'ba	19329	finance	albb	thuocl-finance
阿里笔试	a'li'bi'shi	77	it	albs	thuocl-it
阿里汉	a'li'han	138	person	alh	thuocl-person
阿里聚安全	a'li'ju'an'quan	125	it	aljaq	thuocl-it
阿历克斯	a'li'ke'si	162	person	alks	thuocl-person
阿里克谢	a'li'ke'xie	35	person	alkx	thuocl-person
阿里郎	a'li'lang	793	person	all	thuocl-person
阿里山高山茶	a'li'shan'gao'shan'cha	299	food	alsgsc	thuocl-food
阿里斯托芬	a'li'si'tuo'fen	43	person	alstf	thuocl-person
阿里云服务器	a'li'yun'fu'wu'qi	753	it	alyfwq	thuocl-it
阿连德	a'lian'de	124	person	ald	thuocl-person
阿联酋	a'lian'qiu	13105	place	alq	thuocl-place
阿隆索	a'long'suo	569	person	als	thuocl-person
阿鲁巴	a'lu'ba	86	place	alb	thuocl-place
阿仑膦酸钠	a'lun'lin'suan'na	14	medical	allsn	thuocl-medical
阿伦特	a'lun'te	161	person	alt	thuocl-person
阿洛	a'luo	60	place	al	thuocl-place
阿洛西林	a'luo'xi'lin	15	medical	alxl	thuocl-medical
阿马里尔多	a'ma'li'er'duo	5	person	amled	thuocl-person
阿曼尼莎汗	a'man'ni'sha'han	10	person	amnsh	thuocl-person
阿猫阿狗	a'mao'a'gou	100	idiom	amag	china-idiom
阿霉素	a'mei'su	17	medical	ams	thuocl-medical
阿门	a'men	74	place	am	thuocl-place
阿门角石	a'men'jiao'shi	5	animal	amjs	thuocl-animal
阿蒙	a'meng	265	person	am	thuocl-person
阿米巴	a'mi'ba	142	medical	amb	thuocl-medical
阿米卡星	a'mi'ka'xing	20	medical	amkx	thuocl-medical
阿弥岭	a'mi'ling	51	place	aml	thuocl-place
阿米三嗪萝巴新片	a'mi'san'qin'luo'ba'xin'pian	28	medical	amsqlbxp	thuocl-medical
阿米替林	a'mi'ti'lin	20	medical	amtl	thuocl-medical
阿莫西林	a'mo'xi'lin	653	medical	amxl	thuocl-medical
阿莫西林分散片	a'mo'xi'lin'fen'san'pian	19	medical	amxlfsp	thuocl-medical
阿莫西林胶囊	a'mo'xi'lin'jiao'nang	287	medical	amxljn	thuocl-medical
阿莫西林咀嚼片	a'mo'xi'lin'ju'jue'pian	7	medical	amxljjp	thuocl-medical
阿莫西林克拉维酸钾	a'mo'xi'lin'ke'la'wei'suan'jia	126	medical	amxlklwsj	thuocl-medical
阿莫西林克拉维酸钾片	a'mo'xi'lin'ke'la'wei'suan'jia'pian	7	medical	amxlklwsjp	thuocl-medical
阿莫西林颗粒	a'mo'xi'lin'ke'li	39	medical	amxlkl	thuocl-medical
阿莫西林片	a'mo'xi'lin'pian	5	medical	amxlp	thuocl-medical
阿木	a'mu	276	person	am	thuocl-person
阿姆达尔定律	a'mu'da'er'ding'lv	59	it	amdedl	thuocl-it
阿木去乎镇	a'mu'qu'hu'zhen	8	place	amqhz	thuocl-place
阿木乡	a'mu'xiang	11	place	amx	thuocl-place
阿纳库勒乡	a'na'ku'lei'xiang	6	place	anklx	thuocl-place
阿那托尔牧羊犬	a'na'tuo'er'mu'yang'quan	10	animal	antemyq	thuocl-animal
阿南德	a'nan'de	166	person	and	thuocl-person
阿牛	a'niu	255	person	an	thuocl-person
阿诺德	a'nuo'de	709	person	and	thuocl-person
阿帕卢萨马	a'pa'lu'sa'ma	12	animal	aplsm	thuocl-animal
阿沛阿旺晋美	a'pei'a'wang'jin'mei	11	person	apawjm	thuocl-person
阿毗地狱	a'pi'di'yu	100	idiom	apdy	china-idiom
阿平绝倒	a'ping'jue'dao	100	idiom	apjd	china-idiom
阿普唑仑	a'pu'zuo'lun	67	medical	apzl	thuocl-medical
阿普唑仑片	a'pu'zuo'lun'pian	32	medical	apzlp	thuocl-medical
阿奇霉素分散片	a'qi'mei'su'fen'san'pian	18	medical	aqmsfsp	thuocl-medical
阿奇霉素胶囊	a'qi'mei'su'jiao'nang	15	medical	aqmsjn	thuocl-medical
阿奇霉素颗粒	a'qi'mei'su'ke'li	22	medical	aqmskl	thuocl-medical
阿奇霉素片	a'qi'mei'su'pian	13	medical	aqmsp	thuocl-medical
阿奇霉素注射液	a'qi'mei'su'zhu'she'ye	6	medical	aqmszsy	thuocl-medical
阿沁	a'qin	27	person	aq	thuocl-person
阿庆嫂	a'qing'sao	124	person	aqs	thuocl-person
阿热勒镇	a're'lei'zhen	12	place	arlz	thuocl-place
阿热吾斯塘乡	a're'wu'si'tang'xiang	30	place	arwstx	thuocl-place
阿日扎	a'ri'zha	9	place	arz	thuocl-place
阿日扎乡	a'ri'zha'xiang	8	place	arzx	thuocl-place
阿柔比星	a'rou'bi'xing	8	medical	arbx	thuocl-medical
阿柔乡	a'rou'xiang	11	place	arx	thuocl-place
阿桑	a'sang	209	person	as	thuocl-person
阿瑟	a'se	774	person	as	thuocl-person
阿什河街道	a'shen'he'jie'dao	8	place	ashjd	thuocl-place
阿斯巴甜	a'si'ba'tian	3118	food	asbt	thuocl-food
阿斯顿马丁	a'si'dun'ma'ding	1890	car	asdmd	thuocl-car
阿斯利康	a'si'li'kang	266	medical	aslk	thuocl-medical
阿司咪唑	a'si'mi'zuo	5	medical	asmz	thuocl-medical
阿司匹林	a'si'pi'lin	1301	medical	aspl	thuocl-medical
阿司匹林肠溶片	a'si'pi'lin'chang'rong'pian	72	medical	asplcrp	thuocl-medical
阿司匹林缓释片	a'si'pi'lin'huan'shi'pian	5	medical	asplhsp	thuocl-medical
阿司匹林泡腾片	a'si'pi'lin'pao'teng'pian	6	medical	asplptp	thuocl-medical
阿司匹林片	a'si'pi'lin'pian	16	medical	asplp	thuocl-medical
阿斯塔那	a'si'ta'na	54	place	astn	thuocl-place
阿松	a'song	74	person	as	thuocl-person
阿苏卫	a'su'wei	176	place	asw	thuocl-place
阿糖胞苷	a'tang'bao'gan	15	medical	atbg	thuocl-medical
阿替洛尔	a'ti'luo'er	14	medical	atle	thuocl-medical
阿替普酶	a'ti'pu'mei	12	medical	atpm	thuocl-medical
阿图什市	a'tu'shen'shi	894	place	atss	thuocl-place
阿陀	a'tuo	6	place	at	thuocl-place
阿托伐他汀	a'tuo'fa'ta'ting	46	medical	atftt	thuocl-medical
阿托伐他汀钙片	a'tuo'fa'ta'ting'gai'pian	17	medical	atfttgp	thuocl-medical
阿托品	a'tuo'pin	206	medical	atp	thuocl-medical
阿瓦提	a'wa'ti	124	place	awt	thuocl-place
阿瓦提农场	a'wa'ti'nong'chang	20	place	awtnc	thuocl-place
阿万仓乡	a'wan'cang'xiang	22	place	awcx	thuocl-place
阿魏酸	a'wei'suan	22	medical	aws	thuocl-medical
阿文绶贝	a'wen'shou'bei	12	animal	awsb	thuocl-animal
阿乌利亚乡	a'wu'li'ya'xiang	11	place	awlyx	thuocl-place
阿坞乡	a'wu'xiang	7	place	awx	thuocl-place
阿西尔达斡尔民族乡	a'xi'er'da'wo'er'min'zu'xiang	9	place	axedwemzx	thuocl-place
阿昔洛韦	a'xi'luo'wei	39	medical	axlw	thuocl-medical
阿昔洛韦滴眼液	a'xi'luo'wei'di'yan'ye	5	medical	axlwdyy	thuocl-medical
阿昔洛韦片	a'xi'luo'wei'pian	6	medical	axlwp	thuocl-medical
阿昔洛韦乳膏	a'xi'luo'wei'ru'gao	5	medical	axlwrg	thuocl-medical
阿西莫夫	a'xi'mo'fu	133	person	axmf	thuocl-person
阿西茸乡	a'xi'rong'xiang	12	place	axrx	thuocl-place
阿西乡	a'xi'xiang	11	place	axx	thuocl-place
阿信	a'xin	571	person	ax	thuocl-person
阿须	a'xu	13	place	ax	thuocl-place
阿雅	a'ya	478	person	ay	thuocl-person
阿阳	a'yang	60	person	ay	thuocl-person
阿忆	a'yi	102	person	ay	thuocl-person
阿依吐拉	a'yi'tu'la	6	place	aytl	thuocl-place
阿英	a'ying	422	person	ay	thuocl-person
阿幼朵	a'you'duo	41	place	ayd	thuocl-place
阿育王	a'yu'wang	238	person	ayw	thuocl-person
阿月乡	a'yue'xiang	8	place	ayx	thuocl-place
阿扎	a'zha	66	place	az	thuocl-place
阿庄镇	a'zhuang'zhen	13	place	azz	thuocl-place
哀哀父母	ai'ai'fu'mu	100	idiom	aafm	china-idiom
哀哀欲绝	ai'ai'yu'jue	100	idiom	aayj	china-idiom
暧暧远人村	ai'ai'yuan'ren'cun	28	poem	aayrc	thuocl-poem
艾奥瓦州	ai'ao'wa'zhou	2709	place	aawz	thuocl-place
艾比湖	ai'bi'hu	139	place	abh	thuocl-place
癌变	ai'bian	2392	medical	ab	thuocl-medical
爱别离苦	ai'bie'li'ku	100	idiom	ablk	china-idiom
哀兵必胜	ai'bing'bi'sheng	100	idiom	abbs	china-idiom
爱博而情不专	ai'bo'er'qing'bu'zhuan	100	idiom	abeqbz	china-idiom
埃博拉病毒	ai'bo'la'bing'du	5220	medical	ablbd	thuocl-medical
埃博拉病毒病	ai'bo'la'bing'du'bing	78	medical	ablbdb	thuocl-medical
埃博拉出血热	ai'bo'la'chu'xie're	1362	medical	ablcxr	thuocl-medical
埃布登	ai'bu'deng	5	person	abd	thuocl-person
爱不忍释	ai'bu'ren'shi	100	idiom	abrs	china-idiom
爱不释手	ai'bu'shi'shou	100	idiom	abss	china-idiom
爱彩	ai'cai	39	person	ac	thuocl-person
爱才如渴	ai'cai'ru'ke	100	idiom	acrk	china-idiom
爱才如命	ai'cai'ru'ming	100	idiom	acrm	china-idiom
爱财如命	ai'cai'ru'ming	100	idiom	acrm	china-idiom
爱才若渴	ai'cai'ruo'ke	100	idiom	acrk	china-idiom
艾草	ai'cao	664	medical	ac	thuocl-medical
爱达	ai'da	123	place	ad	thuocl-place
爱达荷州	ai'da'he'zhou	534	place	adhz	thuocl-place
爱达花园	ai'da'hua'yuan	34	place	adhy	thuocl-place
埃德尔曼	ai'de'er'man	36	person	adem	thuocl-person
爱德华	ai'de'hua	8254	person	adh	thuocl-person
爱德华氏菌病	ai'de'hua'shi'jun'bing	17	animal	adhsjb	thuocl-animal
爱德华兹	ai'de'hua'zi	1084	person	adhz	thuocl-person
埃德加	ai'de'jia	747	person	adj	thuocl-person
埃德蒙德	ai'de'meng'de	91	person	admd	thuocl-person
爱登堡	ai'deng'bao	79	place	adb	thuocl-place
艾登堡鱼母	ai'deng'bao'yu'mu	38	animal	adbym	thuocl-animal
爱迪生	ai'di'sheng	1235	person	ads	thuocl-person
艾迪生	ai'di'sheng	24	medical	ads	thuocl-medical
艾迪西	ai'di'xi	67	finance	adx	thuocl-finance
艾丁湖	ai'ding'hu	103	place	adh	thuocl-place
挨冻受饿	ai'dong'shou'e	100	idiom	adse	china-idiom
爱都	ai'dou	504	place	ad	thuocl-place
艾尔	ai'er	404	person	ae	thuocl-person
哀而不伤	ai'er'bu'shang	100	idiom	aebs	china-idiom
埃尔顿	ai'er'dun	201	person	aed	thuocl-person
爱尔兰咖啡	ai'er'lan'ka'fei	4017	food	aelkf	thuocl-food
艾尔木东乡	ai'er'mu'dong'xiang	10	place	aemdx	thuocl-place
爱尔维修	ai'er'wei'xiu	7	person	aewx	thuocl-person
艾菲尔	ai'fei'er	32	person	afe	thuocl-person
挨风缉缝	ai'feng'ji'feng	100	idiom	afjf	china-idiom
捱风缉缝	ai'feng'qi'feng	100	idiom	afqf	china-idiom
艾附暖宫丸	ai'fu'nuan'gong'wan	20	medical	afngw	thuocl-medical
爱富嫌贫	ai'fu'xian'pin	100	idiom	afxp	china-idiom
哀感天地	ai'gan'tian'di	100	idiom	agtd	china-idiom
哀感顽艳	ai'gan'wan'yan	100	idiom	agwy	china-idiom
哀感中年	ai'gan'zhong'nian	100	idiom	agzn	china-idiom
哀告宾服	ai'gao'bin'fu	100	idiom	agbf	china-idiom
爱工街	ai'gong'jie	37	place	agj	thuocl-place
艾官营	ai'guan'ying	7	place	agy	thuocl-place
爱国村	ai'guo'cun	71	place	agc	thuocl-place
爱国道	ai'guo'dao	6	place	agd	thuocl-place
爱国路	ai'guo'lu	284	place	agl	thuocl-place
爱国如家	ai'guo'ru'jia	100	idiom	agrj	china-idiom
艾哈迈德	ai'ha'mai'de	9717	person	ahmd	thuocl-person
艾蒿糕	ai'hao'gao	18	food	ahg	thuocl-food
爱鹤失众	ai'he'shi'zhong	100	idiom	ahsz	china-idiom
哀鸿遍地	ai'hong'bian'di	100	idiom	ahbd	china-idiom
哀鸿遍野	ai'hong'bian'ye	100	idiom	ahby	china-idiom
爱华路	ai'hua'lu	22	place	ahl	thuocl-place
爱辉	ai'hui	34	place	ah	thuocl-place
哀毁骨立	ai'hui'gu'li	100	idiom	ahgl	china-idiom
哀毁瘠立	ai'hui'ji'li	100	idiom	ahjl	china-idiom
埃及分数	ai'ji'fen'shu	109	it	ajfs	thuocl-it
埃及伊蚊	ai'ji'yi'wen	313	medical	ajyw	thuocl-medical
癌基因	ai'ji'yin	66	medical	ajy	thuocl-medical
挨家挨户	ai'jia'ai'hu	100	idiom	ajah	china-idiom
爱加密	ai'jia'mi	497	it	ajm	thuocl-it
艾家湾	ai'jia'wan	6	place	ajw	thuocl-place
爱建	ai'jian	121	finance	aj	thuocl-finance
挨肩并足	ai'jian'bing'zu	100	idiom	ajbz	china-idiom
挨肩擦膀	ai'jian'ca'bang	100	idiom	ajcb	china-idiom
挨肩擦背	ai'jian'ca'bei	100	idiom	ajcb	china-idiom
挨肩擦脸	ai'jian'ca'lian	100	idiom	ajcl	china-idiom
挨肩搭背	ai'jian'da'bei	100	idiom	ajdb	china-idiom
挨肩叠背	ai'jian'die'bei	100	idiom	ajdb	china-idiom
挨肩迭背	ai'jian'die'bei	100	idiom	ajdb	china-idiom
矮脚狄文梗	ai'jiao'di'wen'geng	8	animal	ajdwg	thuocl-animal
艾敬	ai'jing	76	person	aj	thuocl-person
爱酒不愧天	ai'jiu'bu'kui'tian	10	poem	ajbkt	thuocl-poem
艾柯	ai'ke	72	person	ak	thuocl-person
埃可病毒	ai'ke'bing'du	28	medical	akbd	thuocl-medical
埃可病毒感染	ai'ke'bing'du'gan'ran	8	medical	akbdgr	thuocl-medical
艾克医院	ai'ke'yi'yuan	5	place	akyy	thuocl-place
碍口识羞	ai'kou'shi'xiu	100	idiom	aksx	china-idiom
哀牢	ai'lao	27	person	al	thuocl-person
爱梨	ai'li	13	person	al	thuocl-person
爱礼存羊	ai'li'cun'yang	100	idiom	alcy	china-idiom
爱立信	ai'li'xin	793	finance	alx	thuocl-finance
艾利亚斯	ai'li'ya'si	34	person	alys	thuocl-person
哀梨蒸食	ai'li'zheng'shi	100	idiom	alzs	china-idiom
爱联村	ai'lian'cun	10	place	alc	thuocl-place
爱玲	ai'ling	57	person	al	thuocl-person
矮岭	ai'ling	13	place	al	thuocl-place
艾伦	ai'lun	5075	person	al	thuocl-person
艾吕雅	ai'lv'ya	9	person	aly	thuocl-person
艾玛乡	ai'ma'xiang	7	place	amx	thuocl-place
爱毛反裘	ai'mao'fan'qiu	100	idiom	amfq	china-idiom
暧昧不明	ai'mei'bu'ming	100	idiom	ambm	china-idiom
暧昧之情	ai'mei'zhi'qing	100	idiom	amzq	china-idiom
挨门挨户	ai'men'ai'hu	100	idiom	amah	china-idiom
挨门逐户	ai'men'zhu'hu	100	idiom	amzh	china-idiom
艾梦萌	ai'meng'meng	49	person	amm	thuocl-person
埃米尔	ai'mi'er	794	person	ame	thuocl-person
爱民街	ai'min'jie	28	place	amj	thuocl-place
爱民路	ai'min'lu	157	place	aml	thuocl-place
爱民如子	ai'min'ru'zi	100	idiom	amrz	china-idiom
哀民生之多艰	ai'min'sheng'zhi'duo'jian	115	poem	amszdj	thuocl-poem
哀鸣思战斗	ai'ming'si'zhan'dou	6	poem	amszd	thuocl-poem
哀莫大于心死	ai'mo'da'yu'xin'si	100	idiom	amdyxs	china-idiom
爱墨绿	ai'mo'lv	13	car	aml	thuocl-car
爱莫能助	ai'mo'neng'zhu	100	idiom	amnz	china-idiom
爱默生	ai'mo'sheng	167	person	ams	thuocl-person
爱莫之助	ai'mo'zhi'zhu	100	idiom	amzz	china-idiom
埃姆登鹅	ai'mu'deng'e	5	animal	amde	thuocl-animal
碍难从命	ai'nan'cong'ming	100	idiom	ancm	china-idiom
癌胚抗原	ai'pei'kang'yuan	64	medical	apky	thuocl-medical
嗳气	ai'qi	280	medical	aq	thuocl-medical
爱奇艺	ai'qi'yi	799	it	aqy	thuocl-it
癌前病变	ai'qian'bing'bian	480	medical	aqbb	thuocl-medical
爱钱如命	ai'qian'ru'ming	100	idiom	aqrm	china-idiom
艾青	ai'qing	546	person	aq	thuocl-person
爱群大厦	ai'qun'da'sha	205	place	aqds	thuocl-place
蔼然可亲	ai'ran'ke'qin	100	idiom	arkq	china-idiom
蔼然仁者	ai'ran'ren'zhe	100	idiom	arrz	china-idiom
矮人观场	ai'ren'guan'chang	100	idiom	argc	china-idiom
爱人好士	ai'ren'hao'shi	100	idiom	arhs	china-idiom
矮人看场	ai'ren'kan'chang	100	idiom	arkc	china-idiom
矮人看戏	ai'ren'kan'xi	100	idiom	arkx	china-idiom
爱人利物	ai'ren'li'wu	100	idiom	arlw	china-idiom
矮人松糕	ai'ren'song'gao	115	food	arsg	thuocl-food
爱人以德	ai'ren'yi'de	100	idiom	aryd	china-idiom
爱日惜力	ai'ri'xi'li	100	idiom	arxl	china-idiom
爱榕园	ai'rong'yuan	11	place	ary	thuocl-place
爱如己出	ai'ru'ji'chu	100	idiom	arjc	china-idiom
爱如珍宝	ai'ru'zhen'bao	100	idiom	arzb	china-idiom
捱三顶四	ai'san'ding'si	100	idiom	asds	china-idiom
挨三顶五	ai'san'ding'wu	100	idiom	asdw	china-idiom
捱三顶五	ai'san'ding'wu	100	idiom	asdw	china-idiom
艾森豪威尔	ai'sen'hao'wei'er	1064	person	ashwe	thuocl-person
爱沙尼亚	ai'sha'ni'ya	2797	place	asny	thuocl-place
挨山塞海	ai'shan'se'hai	100	idiom	assh	china-idiom
哀声叹气	ai'sheng'tan'qi	100	idiom	astq	china-idiom
唉声叹气	ai'sheng'tan'qi	100	idiom	astq	china-idiom
嗳声叹气	ai'sheng'tan'qi	100	idiom	astq	china-idiom
爱生恶死	ai'sheng'wu'si	100	idiom	asws	china-idiom
碍手碍脚	ai'shou'ai'jiao	100	idiom	asaj	china-idiom
哀丝豪竹	ai'si'hao'zhu	100	idiom	ashz	china-idiom
埃斯科巴	ai'si'ke'ba	35	person	askb	thuocl-person
艾思奇	ai'si'qi	112	person	asq	thuocl-person
哀思如潮	ai'si'ru'chao	100	idiom	asrc	china-idiom
艾司唑仑	ai'si'zuo'lun	46	medical	aszl	thuocl-medical
艾司唑仑片	ai'si'zuo'lun'pian	15	medical	aszlp	thuocl-medical
爱素好古	ai'su'hao'gu	100	idiom	ashg	china-idiom
埃索美拉唑	ai'suo'mei'la'zuo	7	medical	asmlz	thuocl-medical
艾提尕尔清真寺	ai'ti'ga'er'qing'zhen'si	255	place	atgeqzs	thuocl-place
哀天叫地	ai'tian'jiao'di	100	idiom	atjd	china-idiom
哀痛欲绝	ai'tong'yu'jue	100	idiom	atyj	china-idiom
艾薇塔	ai'wei'ta	13	person	awt	thuocl-person
艾未未	ai'wei'wei	157	person	aww	thuocl-person
艾窝窝	ai'wo'wo	1089	food	aww	thuocl-food
矮屋	ai'wu	38	place	aw	thuocl-place
艾芜	ai'wu	60	person	aw	thuocl-person
爱屋及乌	ai'wu'ji'wu	100	idiom	awjw	china-idiom
哀吾生之须臾	ai'wu'sheng'zhi'xu'yu	7	poem	awszxy	thuocl-poem
艾西姆桑扎	ai'xi'mu'sang'zha	7	food	axmsz	thuocl-food
爱惜羽毛	ai'xi'yu'mao	100	idiom	axym	china-idiom
艾小羊	ai'xiao'yang	53	person	axy	thuocl-person
爱新	ai'xin	61	place	ax	thuocl-place
艾昕	ai'xin	17	person	ax	thuocl-person
爱心路	ai'xin'lu	132	place	axl	thuocl-place
